timestamp,open,high,low,close,volume
2019-09-10 09:50:00,135.4500,135.5200,135.2350,135.2500,812584
2019-09-10 09:45:00,136.0700,136.0800,135.4500,135.4600,673390
2019-09-10 09:40:00,135.7822,136.2379,135.6474,136.0822,634406
2019-09-10 09:35:00,136.6700,136.7300,135.7300,135.7800,1102938
2019-09-09 16:00:00,137.6000,137.6750,137.5600,137.5800,1212900
2019-09-09 15:55:00,137.5200,137.7100,137.5000,137.6100,498739
2019-09-09 15:50:00,137.2300,137.5500,137.1950,137.5200,435317
2019-09-09 15:45:00,137.2150,137.2300,137.1550,137.2250,263922
2019-09-09 15:40:00,137.0600,137.2150,137.0390,137.2150,283684
2019-09-09 15:35:00,137.0050,137.0700,136.9100,137.0700,263359
2019-09-09 15:30:00,137.0884,137.1050,136.9700,137.0000,146451
2019-09-09 15:25:00,137.2100,137.2500,137.0700,137.0750,162552
2019-09-09 15:20:00,137.0200,137.2600,136.9800,137.2200,293613
2019-09-09 15:15:00,136.7950,137.0900,136.7950,137.0200,245511
2019-09-09 15:10:00,136.9000,136.9250,136.7800,136.7900,203916
2019-09-09 15:05:00,136.6800,137.0600,136.6000,136.8969,323443
2019-09-09 15:00:00,136.5900,136.7000,136.5800,136.6800,107526
2019-09-09 14:55:00,136.7200,136.7499,136.5700,136.5800,130932
2019-09-09 14:50:00,136.6000,136.7800,136.5849,136.7201,139046
2019-09-09 14:45:00,136.6200,136.6600,136.5950,136.6010,123190
2019-09-09 14:40:00,136.6300,136.6354,136.5100,136.6200,151982
2019-09-09 14:35:00,136.6000,136.7600,136.5700,136.6300,206553
2019-09-09 14:30:00,136.6700,136.6800,136.6100,136.6100,127110
2019-09-09 14:25:00,136.7000,136.7200,136.6650,136.6700,144750
2019-09-09 14:20:00,136.7850,136.8891,136.7000,136.7039,142364
2019-09-09 14:15:00,136.8100,136.8200,136.6803,136.7800,170627
2019-09-09 14:10:00,136.8432,136.8850,136.7600,136.8101,120812
2019-09-09 14:05:00,136.8468,136.8800,136.7700,136.8500,113283
2019-09-09 14:00:00,136.9700,137.0000,136.8400,136.8400,159249
2019-09-09 13:55:00,137.0050,137.0300,136.9750,136.9800,156197
2019-09-09 13:50:00,136.7150,137.0500,136.6500,137.0099,265306
2019-09-09 13:45:00,136.6265,136.7800,136.6250,136.7150,220388
2019-09-09 13:40:00,136.6155,136.7709,136.5907,136.6355,283438
2019-09-09 13:35:00,136.7000,136.7000,136.5400,136.6199,149046
2019-09-09 13:30:00,136.7100,136.7250,136.6200,136.7000,200582
2019-09-09 13:25:00,136.9332,136.9500,136.7000,136.7098,133219
2019-09-09 13:20:00,137.0000,137.0400,136.9450,136.9450,109290
2019-09-09 13:15:00,137.1550,137.1786,136.9800,137.0050,105566
2019-09-09 13:10:00,137.0600,137.1509,137.0350,137.1500,120280
2019-09-09 13:05:00,137.0900,137.1050,137.0620,137.0650,94853
2019-09-09 13:00:00,137.0100,137.1300,137.0000,137.1000,161435
2019-09-09 12:55:00,136.7001,137.1100,136.6850,137.0000,357961
2019-09-09 12:50:00,136.7500,136.8400,136.6900,136.7000,225174
2019-09-09 12:45:00,136.7400,136.8800,136.7200,136.7499,248943
2019-09-09 12:40:00,136.9400,136.9500,136.6300,136.7300,389098
2019-09-09 12:35:00,137.0836,137.1100,136.8670,136.9636,430412
2019-09-09 12:30:00,137.2100,137.2100,137.0300,137.0900,184903
2019-09-09 12:25:00,137.1150,137.2700,137.1000,137.2150,174489
2019-09-09 12:20:00,137.3650,137.3700,137.1000,137.1100,319481
2019-09-09 12:15:00,137.6250,137.6400,137.3300,137.3700,274514
2019-09-09 12:10:00,137.8150,137.8300,137.6250,137.6300,148317
2019-09-09 12:05:00,137.9100,137.9700,137.7700,137.8200,207597
2019-09-09 12:00:00,137.7600,137.9200,137.7100,137.9100,221019
2019-09-09 11:55:00,137.7300,137.7600,137.7000,137.7600,166948
2019-09-09 11:50:00,137.9050,137.9050,137.7000,137.7400,180198
2019-09-09 11:45:00,137.9200,137.9300,137.8650,137.9050,125828
